,context,id,identifier,image,note,reading,sign,tablet
5863,TÚG.KUR.RA,6526,fe293c65-9f2b-4c17-8592-65f04948a6eb__ybc-9533,glyph_img/fe293c65-9f2b-4c17-8592-65f04948a6eb__ybc-9533.png,,TÚG,232,370
5864,LÚ.mu-kab-bu-ú,6525,c5181696-990a-4c6b-ab76-ac7924c3c97c__ybc-9533,glyph_img/c5181696-990a-4c6b-ab76-ac7924c3c97c__ybc-9533.png,,bu,137,370
5865,LÚ.mu-kab-bu-ú,6524,146ff5da-73e2-4d86-ad5f-980d735395bf__ybc-9533,glyph_img/146ff5da-73e2-4d86-ad5f-980d735395bf__ybc-9533.png,,mu,174,370
5866,LÚ.mu-kab-bu-ú,6523,73126785-24da-4798-b075-5c81073cc32f__ybc-9533,glyph_img/73126785-24da-4798-b075-5c81073cc32f__ybc-9533.png,,kab,45,370
5867,šá,6522,2dd70fc7-59c2-4b85-9b3c-06892b3e55c6__yos-17-175,glyph_img/2dd70fc7-59c2-4b85-9b3c-06892b3e55c6__yos-17-175.png,,šá,11,369
5868,UD.ÈŠ.ÈŠ.MEŠ,6521,89b778a7-e97c-4441-bba3-d29dce2d7ec4__yos-17-175,glyph_img/89b778a7-e97c-4441-bba3-d29dce2d7ec4__yos-17-175.png,,MEŠ,115,369
5869,ITU.GAN,6520,94121553-ba2d-4860-8f8f-befcce60d981__yos-17-175,glyph_img/94121553-ba2d-4860-8f8f-befcce60d981__yos-17-175.png,,ITU,177,369
5870,UD.ÈŠ.ÈŠ.MEŠ,6519,045eaae9-2264-4a1a-b3bc-f964df91b569__yos-17-175,glyph_img/045eaae9-2264-4a1a-b3bc-f964df91b569__yos-17-175.png,,UD,138,369
5871,mut-ta-qu,6518,6f57a953-6b52-4e5b-a9aa-72ea8c978de4__yos-17-175,glyph_img/6f57a953-6b52-4e5b-a9aa-72ea8c978de4__yos-17-175.png,,qu,161,369
5872,2 qa,6517,5623afc6-b88b-457b-a11c-82206e0bf021__yos-17-175,glyph_img/5623afc6-b88b-457b-a11c-82206e0bf021__yos-17-175.png,,qa,218,369
5873,ŠE.GIŠ.Ì,6516,ecc6829d-c1ad-4707-af4a-5a1f7c174aa7__yos-17-175,glyph_img/ecc6829d-c1ad-4707-af4a-5a1f7c174aa7__yos-17-175.png,,ŠE,95,369
5874,ŠE.GIŠ.Ì,6515,9e793a84-8db4-4cbc-9464-6535e3d4b709__yos-17-175,glyph_img/9e793a84-8db4-4cbc-9464-6535e3d4b709__yos-17-175.png,,Ì,210,369
5875,mat-ta-qu,6514,872a7350-8fe1-4790-bf19-5cd60783f319__yos-17-175,glyph_img/872a7350-8fe1-4790-bf19-5cd60783f319__yos-17-175.png,,mut,205,369
5876,I.d+AG-GÁL-ši,6513,30ed4ed9-2a21-40b2-aa14-92daed84eeba__yos-17-223,glyph_img/30ed4ed9-2a21-40b2-aa14-92daed84eeba__yos-17-223.png,PN,GÁL,168,368
5877,I.GI-d.AMAR.UTU,6512,a94a1f1f-9c87-4d9e-8558-d4222bc2c01c__yos-17-223,glyph_img/a94a1f1f-9c87-4d9e-8558-d4222bc2c01c__yos-17-223.png,PN,GI,98,368
5878,1 MA.NA,6511,80cfdc77-50ab-4bd6-afa4-775dbbb1ae48__yos-17-223,glyph_img/80cfdc77-50ab-4bd6-afa4-775dbbb1ae48__yos-17-223.png,,MA,133,368
5879,na-šá-a',6510,25dc73a2-c91f-4468-ab60-ab3fb1c4d0f2__yos-17-223,glyph_img/25dc73a2-c91f-4468-ab60-ab3fb1c4d0f2__yos-17-223.png,,šá,11,368
5880,na-šá-a',6509,61cc2775-2f43-4170-a0cd-c79ef66e045a__yos-17-223,glyph_img/61cc2775-2f43-4170-a0cd-c79ef66e045a__yos-17-223.png,,na,172,368
5881,HI.A,6508,10724fcd-9417-44a0-a23b-e04c20db5e9c__yos-17-223,glyph_img/10724fcd-9417-44a0-a23b-e04c20db5e9c__yos-17-223.png,,HI,141,368
5882,SÍK.HI.A,6507,c07b943e-de16-46c0-9b12-579974b49a62__yos-17-223,glyph_img/c07b943e-de16-46c0-9b12-579974b49a62__yos-17-223.png,,SÍK,6,368
5883,10 GÍN KÙ.BABBAR,6506,c8ecb43c-f5ec-48b0-8b9d-e31d461035cc__yos-17-233,glyph_img/c8ecb43c-f5ec-48b0-8b9d-e31d461035cc__yos-17-233.png,,GÍN,17,367
5884,KÙ.BABBAR,6505,75397d19-21ba-4d6e-9f82-3809683c1747__yos-17-233,glyph_img/75397d19-21ba-4d6e-9f82-3809683c1747__yos-17-233.png,,KÙ,116,367
5885,I.ÌR-d.INNIN.NA,6504,7a008933-c982-4ccb-9d24-f745e9a6886c__yos-17-233,glyph_img/7a008933-c982-4ccb-9d24-f745e9a6886c__yos-17-233.png,PN,ÌR,227,367
5886,dul-lu,6503,60c9c6d6-4032-4e40-8246-dc36aedf6ed0__yos-17-233,glyph_img/60c9c6d6-4032-4e40-8246-dc36aedf6ed0__yos-17-233.png,,dul,50,367
5887,a-na UGU,6502,0d7c26df-bf0e-495c-852a-2e33e79807e0__yos-17-233,glyph_img/0d7c26df-bf0e-495c-852a-2e33e79807e0__yos-17-233.png,,UGU,187,367
5888,a-bat-tu4,6501,b4c53a44-eb4b-4075-b1d7-fdf71ea6eb58__yos-17-233,glyph_img/b4c53a44-eb4b-4075-b1d7-fdf71ea6eb58__yos-17-233.png,,tu4,164,367
5889,a-bat-tu4,6499,3f273b61-d241-4993-bd95-2777fbd41e30__yos-17-233,glyph_img/3f273b61-d241-4993-bd95-2777fbd41e30__yos-17-233.png,,a,107,367
5890,a-bat-tu4,6498,46817dea-3e44-4647-b702-4f409f716130__yos-17-233,glyph_img/46817dea-3e44-4647-b702-4f409f716130__yos-17-233.png,,bat,219,367
5891,I.d+AG-MU-KAM,6497,014ffb4d-7dc8-4bd9-b869-7c56a2ab6e96__yos-17-267,glyph_img/014ffb4d-7dc8-4bd9-b869-7c56a2ab6e96__yos-17-267.png,PN,KAM,97,366
5892,ina IGI,6496,ed7ac0c4-6e84-4bee-a4ae-7797bf7b6fe7__yos-17-267,glyph_img/ed7ac0c4-6e84-4bee-a4ae-7797bf7b6fe7__yos-17-267.png,,IGI,190,366
5893,GIŠ.PAN,6494,8b524670-d5ef-4e75-a5f6-a927d70c9320__yos-17-267,glyph_img/8b524670-d5ef-4e75-a5f6-a927d70c9320__yos-17-267.png,,GIŠ,15,366
5894,a-na,6493,81270e4c-44a0-4060-b0da-2d67a3f99728__yos-17-267,glyph_img/81270e4c-44a0-4060-b0da-2d67a3f99728__yos-17-267.png,,na,172,366
5895,ha-a-ri,6492,d598bdb1-4b1a-4d91-be35-e4c2d38ba637__yos-17-267,glyph_img/d598bdb1-4b1a-4d91-be35-e4c2d38ba637__yos-17-267.png,,ri,167,366
5896,ha-a-ri,6491,53f023be-5e29-4fe9-a2ce-b1bdafb0a6c9__yos-17-267,glyph_img/53f023be-5e29-4fe9-a2ce-b1bdafb0a6c9__yos-17-267.png,,ha,105,366
5897,GIŠ.PAN,6490,fcec9717-f4fa-432f-a669-21592a628025__yos-17-267,glyph_img/fcec9717-f4fa-432f-a669-21592a628025__yos-17-267.png,,PAN,22,366
5898,ina IGI,6485,f6b614a8-0de0-49d4-972c-ffef6df0a92c,glyph_img/f6b614a8-0de0-49d4-972c-ffef6df0a92c.png,,IGI,190,363
5899,I.d.XXX-ma-dar,6484,b0746eaf-2cd9-4361-99e8-1a63cec714c7,glyph_img/b0746eaf-2cd9-4361-99e8-1a63cec714c7.png,PN,XXX,57,363
5900,I.d.XXX-ma-dar,6483,8390b4ae-ff48-4a54-977a-6ced37bac0c4,glyph_img/8390b4ae-ff48-4a54-977a-6ced37bac0c4.png,PN,dar,19,363
5901,KI.LÁ,6482,4a9352d1-ccd4-46fe-84c3-f93fc4f8e269,glyph_img/4a9352d1-ccd4-46fe-84c3-f93fc4f8e269.png,,LÁ,212,362
5902,rap-du,6481,aeb99cb9-dbdc-47f3-aed1-eb159273a950,glyph_img/aeb99cb9-dbdc-47f3-aed1-eb159273a950.png,,rap,94,362
5903,mar-du,6480,2946149c-dad8-4bf8-b440-32713d64a4c1,glyph_img/2946149c-dad8-4bf8-b440-32713d64a4c1.png,,du,163,362
5904,mar-du,6479,d4ad54e8-db5d-47d4-a91a-aef6b20f9c7f,glyph_img/d4ad54e8-db5d-47d4-a91a-aef6b20f9c7f.png,,mar,100,362
5905,ANŠE.KUR.RA,6478,bba9a3cc-a2fc-4ffd-953f-68c4843a1101,glyph_img/bba9a3cc-a2fc-4ffd-953f-68c4843a1101.png,,ANŠE,53,362
5906,sa-ar-hu,6477,7025bc2a-43e3-446e-b051-aaeb4946317c,glyph_img/7025bc2a-43e3-446e-b051-aaeb4946317c.png,,hu,170,362
5907,sa-ar-hu,6476,1c10bfdb-4e56-49f3-b120-9f64262b9b18,glyph_img/1c10bfdb-4e56-49f3-b120-9f64262b9b18.png,,ar,41,362
5908,sa-a-mu,6475,46188bfd-0ee2-409d-9cb1-022a9cb6cc0f,glyph_img/46188bfd-0ee2-409d-9cb1-022a9cb6cc0f.png,,mu,174,362
5909,sa-a-mu,6474,f0455743-57d7-4fd6-a14c-13fa78061248,glyph_img/f0455743-57d7-4fd6-a14c-13fa78061248.png,,sa,165,362
5910,a-ṣu-ú,6473,3245fa95-8439-4b74-99ff-28335a96e4af,glyph_img/3245fa95-8439-4b74-99ff-28335a96e4af.png,,ṣu,225,361
5911,qát-nu,6472,941e0a0f-8165-4b88-9765-4127988753f9,glyph_img/941e0a0f-8165-4b88-9765-4127988753f9.png,with Dualis-sign,qát,135,361
5912,SILA,6471,7f070975-225b-4bca-be22-e8fe26d56f77,glyph_img/7f070975-225b-4bca-be22-e8fe26d56f77.png,,SILA,180,361
5913,IM.K[UR.RA],6470,124b2eb4-3963-438a-99ff-ee1625453ce6,glyph_img/124b2eb4-3963-438a-99ff-ee1625453ce6.png,,IM,144,361
5914,[I]M.SI.SÁ,6469,4a5d86aa-8c69-4b41-8a40-bafcbfe7b1eb,glyph_img/4a5d86aa-8c69-4b41-8a40-bafcbfe7b1eb.png,,SÁ,192,361
5915,[I]M.SI.SÁ,6468,f90ae172-bb05-4fb6-b426-068ba0dd7b9a,glyph_img/f90ae172-bb05-4fb6-b426-068ba0dd7b9a.png,,SI,148,361
5916,pa-na-at,6467,05adedc5-c4dd-47a5-9742-04dfea469963,glyph_img/05adedc5-c4dd-47a5-9742-04dfea469963.png,,at,157,361
5917,pa-na-at,6466,fdf655fc-002a-4421-a959-5166650b5ca7,glyph_img/fdf655fc-002a-4421-a959-5166650b5ca7.png,,na,172,361
5918,pa-na-at,6465,4f9acd13-b1ef-4c19-9c02-2239a5d8a0f0,glyph_img/4f9acd13-b1ef-4c19-9c02-2239a5d8a0f0.png,,pa,14,361
5919,I.ÌR-ia,6464,16770bee-160f-43f9-9c43-26c62b51dca9,glyph_img/16770bee-160f-43f9-9c43-26c62b51dca9.png,PN,ia,222,361
5920,I.ÌR-ia,6463,1dd48fab-e9f7-4b5b-9a87-27a2bbc234ae,glyph_img/1dd48fab-e9f7-4b5b-9a87-27a2bbc234ae.png,PN,ÌR,227,361
5921,ù,6462,dc988dfb-7d24-4562-80e8-6d0dc8833330,glyph_img/dc988dfb-7d24-4562-80e8-6d0dc8833330.png,,ù,191,361
5922,DA,6461,47b42de5-bae6-448e-8247-1db24e343b60,glyph_img/47b42de5-bae6-448e-8247-1db24e343b60.png,ita,DA,131,361
5923,GI.MEŠ,6460,35820fbc-20f5-48e9-8744-ba6fd6daa437,glyph_img/35820fbc-20f5-48e9-8744-ba6fd6daa437.png,,GI,98,361
5924,ab-ta-ú-tu,6459,18455636-37b1-4453-86da-c11715827c75,glyph_img/18455636-37b1-4453-86da-c11715827c75.png,,tu,176,361
5925,ab-ta-ú-tu,6458,a02140cb-c545-40ea-ac3c-78a8cebfa958,glyph_img/a02140cb-c545-40ea-ac3c-78a8cebfa958.png,,ta,154,361
5926,ab-ta-ú-tu,6457,28247292-a075-4262-b9c8-b53026da6c1f,glyph_img/28247292-a075-4262-b9c8-b53026da6c1f.png,,ab,150,361
5927,I.KI-d.AMAR.UTU-TIN,6456,e19919d0-75a9-433c-acb3-74d5378e5424,glyph_img/e19919d0-75a9-433c-acb3-74d5378e5424.png,,TIN,103,360
5928,a-na,6455,3986360a-00d5-486f-b404-ae42b8e4d0c8,glyph_img/3986360a-00d5-486f-b404-ae42b8e4d0c8.png,,na,172,360
5929,SÍK.ZA.GÌN.KUR.RA,6454,49aab74e-e53a-4f70-a7f9-99db03cd1933,glyph_img/49aab74e-e53a-4f70-a7f9-99db03cd1933.png,,KUR,230,360
5930,SÍK.ZA.GÌN.KUR.RA,6453,5e87802a-449e-459f-9294-d727fb8d2f49,glyph_img/5e87802a-449e-459f-9294-d727fb8d2f49.png,,ZA,106,360
5931,I.d+AG-ke-šìr,6452,3032fa8c-f6b7-4fb9-a3cc-87ecbcb317b3,glyph_img/3032fa8c-f6b7-4fb9-a3cc-87ecbcb317b3.png,PN,d+AG,234,360
5932,I.d+AG-ke-šìr,6451,9c0f6a78-0d6b-4b71-b5cb-d558a61aeb2c,glyph_img/9c0f6a78-0d6b-4b71-b5cb-d558a61aeb2c.png,PN,šìr,83,360
5933,SUM-in,6450,9ca96832-a3f9-44e1-b7ec-ca4cca3aa2c4,glyph_img/9ca96832-a3f9-44e1-b7ec-ca4cca3aa2c4.png,,in,158,360
5934,SUM-in,6449,a02517cb-4b68-4ba7-8322-7beb1bbb309f,glyph_img/a02517cb-4b68-4ba7-8322-7beb1bbb309f.png,,SUM,78,360
5935,dul-lu,6448,49473605-2f20-43e1-8fe8-efa608390601,glyph_img/49473605-2f20-43e1-8fe8-efa608390601.png,,lu,114,360
5936,dul-lu,6447,8e844c46-f3a2-4df4-aeb3-5c4ee8c4eaa0,glyph_img/8e844c46-f3a2-4df4-aeb3-5c4ee8c4eaa0.png,,dul,50,360
5937,ina pa-ni,6446,19b30e1f-fb7d-494a-8aa2-b3b40a298558,glyph_img/19b30e1f-fb7d-494a-8aa2-b3b40a298558.png,,ni,210,360
5938,ina pa-ni,6445,eb7f8fd5-52d2-4cfc-ae12-8670807f2a6a,glyph_img/eb7f8fd5-52d2-4cfc-ae12-8670807f2a6a.png,,pa,14,360
5939,IGI-ir,6444,f9360a7b-3ef9-438b-8170-f157d206d091,glyph_img/f9360a7b-3ef9-438b-8170-f157d206d091.png,,ir,66,359
5940,I.I-sin-na-a-a,6443,e222ee97-44d4-4c6f-ba74-2a51a8ec298f,glyph_img/e222ee97-44d4-4c6f-ba74-2a51a8ec298f.png,PN,na,172,359
5941,I.I-sin-na-a-a,6442,6f8d5f60-73ba-4f28-a78a-ac9567aca3f5,glyph_img/6f8d5f60-73ba-4f28-a78a-ac9567aca3f5.png,PN,sin,57,359
5942,lu-ub-bu-šu,6441,a717d5da-fa98-41e6-9830-fbd1d550a438,glyph_img/a717d5da-fa98-41e6-9830-fbd1d550a438.png,,šu,135,359
5943,lu-ub-bu-šu,6440,5ba4c4af-45d4-416f-b77e-8b4d4a4aac8d,glyph_img/5ba4c4af-45d4-416f-b77e-8b4d4a4aac8d.png,,bu,137,359
5944,lu-ub-bu-šu,6439,82f85a88-7d81-47e5-a6f9-655e6d192ebd,glyph_img/82f85a88-7d81-47e5-a6f9-655e6d192ebd.png,,ub,118,359
5945,pag-ra,6438,b04fb520-5bfb-4cfb-a4e3-adbfa6d9771d,glyph_img/b04fb520-5bfb-4cfb-a4e3-adbfa6d9771d.png,,ra,127,359
5946,na-a-ši,6437,e4dc2296-813c-4f58-b4c2-26c99d0f5e19,glyph_img/e4dc2296-813c-4f58-b4c2-26c99d0f5e19.png,w/o KAŠ determinativum,ši,190,358
5947,na-a-ši,6436,998cb6ca-60fc-46d3-8142-fa341a73106c,glyph_img/998cb6ca-60fc-46d3-8142-fa341a73106c.png,w/o KAŠ determinativum,a,107,358
5948,na-a-ši,6435,b402cd8f-3c5b-4f3b-899d-91fde515939b,glyph_img/b402cd8f-3c5b-4f3b-899d-91fde515939b.png,w/o KAŠ determinativum,na,172,358
5949,GIŠ,6434,b7df43c0-6b57-4bcc-87a9-f76d799e2acb,glyph_img/b7df43c0-6b57-4bcc-87a9-f76d799e2acb.png,,GIŠ,15,358
5950,ITU.APIN,6433,fba23c1a-ef55-48b6-9d9e-7a2d336a25ac,glyph_img/fba23c1a-ef55-48b6-9d9e-7a2d336a25ac.png,,APIN,220,358
5951,ITU.APIN,6432,ad115aea-39aa-40a5-a6c2-4dc3a954e6cc,glyph_img/ad115aea-39aa-40a5-a6c2-4dc3a954e6cc.png,,ITU,177,358
5952,UD.ÈŠ.ÈŠ.ME,6431,a916ca0c-98d2-46c0-8861-aee536a6771c,glyph_img/a916ca0c-98d2-46c0-8861-aee536a6771c.png,,ÈŠ,150,358
5953,šá,6430,1c4fd27b-6630-4ecc-ab3c-af0744b161da,glyph_img/1c4fd27b-6630-4ecc-ab3c-af0744b161da.png,,šá,11,358
5954,I.Ar-tak-šat-su,6428,b7d94996-bab7-4429-b00e-63b0120efa04,glyph_img/b7d94996-bab7-4429-b00e-63b0120efa04.png,PN (king),su,181,357
5955,I.Ar-tak-šat-su,6427,968a88f1-da57-4b53-b080-adfc86fa1bce,glyph_img/968a88f1-da57-4b53-b080-adfc86fa1bce.png,PN (king),tak,16,357
5956,li-din-nu-u',6426,6491b2ff-a637-4925-a7cf-a83053304dac,glyph_img/6491b2ff-a637-4925-a7cf-a83053304dac.png,,din,103,357
5957,li-din-nu-u',6425,9d073873-53a1-43ef-8698-992065cd4408,glyph_img/9d073873-53a1-43ef-8698-992065cd4408.png,,nu,226,357
5958,li-din-nu-u',6424,1a479b1e-df16-42d0-a139-8a1a5bd0893c,glyph_img/1a479b1e-df16-42d0-a139-8a1a5bd0893c.png,,li,175,357
5959,se-en-qu-u',6423,010ec1aa-b69b-4955-bd36-7fc44334d4f0,glyph_img/010ec1aa-b69b-4955-bd36-7fc44334d4f0.png,,en,233,357
5960,ul,6422,701de572-3b11-44e5-a9b3-f62c2b785afc,glyph_img/701de572-3b11-44e5-a9b3-f62c2b785afc.png,,ul,189,357
5961,nap-har,6421,ac2e4edd-9ec5-4257-9ce9-0a11d5d0217a,glyph_img/ac2e4edd-9ec5-4257-9ce9-0a11d5d0217a.png,,har,185,357
5962,nap-har,6420,91462693-6336-4823-8bb9-a562b3382f39,glyph_img/91462693-6336-4823-8bb9-a562b3382f39.png,,nap,200,357
5963,I.Mi-nu-ú-d+EN-da-a-nu,6419,2e53db44-8e68-44e3-87dd-decf0e7fe787,glyph_img/2e53db44-8e68-44e3-87dd-decf0e7fe787.png,PN,da,131,356
5964,I.Mi-nu-ú-d+EN-da-a-nu,6418,b05c41ee-2980-431d-a26b-41f4734c6faa,glyph_img/b05c41ee-2980-431d-a26b-41f4734c6faa.png,PN,a,107,356
5965,I.Mi-nu-ú-d+EN-da-a-nu,6417,3c7a1f3e-24e1-478e-ba53-3d5d5f5ad725,glyph_img/3c7a1f3e-24e1-478e-ba53-3d5d5f5ad725.png,PN,Mi,188,356
5966,I.d+EN-SIPA-u'-šú-nu,6416,f448b867-5a66-4bcd-a3aa-ddaa9451f598,glyph_img/f448b867-5a66-4bcd-a3aa-ddaa9451f598.png,PN,u',142,356
5967,I.d+EN-SIPA-u'-šú-nu,6415,3613217a-42b7-4978-87f1-ce0555bab90d,glyph_img/3613217a-42b7-4978-87f1-ce0555bab90d.png,PN,d+EN,233,356
5968,I.d+EN-SIPA-u'-šú-nu,6414,afb67198-b43d-4a71-a42f-9991cca14ee3,glyph_img/afb67198-b43d-4a71-a42f-9991cca14ee3.png,PN,SIPA,203,356
5969,f.Ta-nit-tu4-d.GAŠAN-ia,6413,5be9ae61-5c2d-44be-a108-417789674fd1,glyph_img/5be9ae61-5c2d-44be-a108-417789674fd1.png,,f.,60,356
5970,f.Ta-nit-tu4-d.GAŠAN-ia,6412,e8286a83-79c0-4225-ade8-0a1a8529c108,glyph_img/e8286a83-79c0-4225-ade8-0a1a8529c108.png,,ia,222,356
5971,f.Ta-nit-tu4-d.GAŠAN-ia,6411,d7ffd2c9-08fc-4f07-a72e-388ba1afe526,glyph_img/d7ffd2c9-08fc-4f07-a72e-388ba1afe526.png,PN,GAŠAN,52,356
5972,f.Ta-nit-tu4-d.GAŠAN-ia,6410,1679474a-3396-44ce-8a7e-e71c8e07d899,glyph_img/1679474a-3396-44ce-8a7e-e71c8e07d899.png,PN,nit,63,356
5973,nu-dun-nu-ú,6409,d4792ff0-328b-4ef4-a659-a923f2ef200e,glyph_img/d4792ff0-328b-4ef4-a659-a923f2ef200e.png,,ú,124,356
5974,re-eh-tu4,6408,94bfdac6-e06d-4706-9fa7-17d79a307f42,glyph_img/94bfdac6-e06d-4706-9fa7-17d79a307f42.png,,re,167,356
5975,re-eh-tu4,6407,de7aebb8-08af-4527-82f8-3f7441de891b,glyph_img/de7aebb8-08af-4527-82f8-3f7441de891b.png,,eh,143,356
5976,KÙ.BABBAR,6406,43742519-730c-4ce7-b9d0-8cd63b2d52de,glyph_img/43742519-730c-4ce7-b9d0-8cd63b2d52de.png,,KÙ,116,356
5977,šá,6405,4cd51e4f-e4a4-45f3-98ec-74c7f627a9f1,glyph_img/4cd51e4f-e4a4-45f3-98ec-74c7f627a9f1.png,,šá,11,356
5978,ú-ìl-tì,6404,409cecc4-12ee-4f2c-a374-a3da2cde096e,glyph_img/409cecc4-12ee-4f2c-a374-a3da2cde096e.png,,tì,166,356
5979,ZI-tì-šú,6403,6e59ecd1-c0cb-426e-b165-f8e5ea56bb17,glyph_img/6e59ecd1-c0cb-426e-b165-f8e5ea56bb17.png,,tì,166,355
5980,ZI-tì-šú,6402,34de109d-1708-4418-9026-53fb2c5b29e8,glyph_img/34de109d-1708-4418-9026-53fb2c5b29e8.png,,šú,113,355
5981,ITU.[x],6401,4e78219e-8197-4ba1-a1ba-3ab6058ee87b,glyph_img/4e78219e-8197-4ba1-a1ba-3ab6058ee87b.png,,ITU,177,355
5982,d.Za-ba4-ba4,6400,e282e8d1-e94a-4328-8c50-0276a4069155,glyph_img/e282e8d1-e94a-4328-8c50-0276a4069155.png,first 'ba4',ba4,35,354
5983,MU 38.KAM,6399,b67c36bd-e2a9-46a2-8939-1f7d888f0ffb,glyph_img/b67c36bd-e2a9-46a2-8939-1f7d888f0ffb.png,,MU,174,354
5984,d.Za-ba4-ba4,6398,1e4d417e-5a13-44e4-81b5-3366f73362d9,glyph_img/1e4d417e-5a13-44e4-81b5-3366f73362d9.png,,Za,106,354
5985,d.Za-ba4-ba4,6397,86435e6b-cced-47ca-8d66-e8f7d2dd1c0c,glyph_img/86435e6b-cced-47ca-8d66-e8f7d2dd1c0c.png,,d.,179,354
5986,GIŠ.BÁN,6396,05b4a4cf-add1-404c-84e8-5a726229ca80,glyph_img/05b4a4cf-add1-404c-84e8-5a726229ca80.png,,GIŠ,15,354
5987,KÙ.BABBAR,6395,517f4313-c308-40c7-a025-204dada3b3a7,glyph_img/517f4313-c308-40c7-a025-204dada3b3a7.png,,KÙ,116,354
5988,LÚ.ši-ra-ku,6394,f14079f1-758d-4cf0-ba6d-c89f9ba1eca4,glyph_img/f14079f1-758d-4cf0-ba6d-c89f9ba1eca4.png,,ku,232,354
5989,LÚ.ši-ra-ku,6393,d4447b98-04c1-4907-9a5b-12a99cdbf996,glyph_img/d4447b98-04c1-4907-9a5b-12a99cdbf996.png,,ra,127,354
5990,LÚ.ši-ra-ku,6392,b51eb50a-970d-4f96-bc2c-c43c771d69ca,glyph_img/b51eb50a-970d-4f96-bc2c-c43c771d69ca.png,,ši,190,354
5991,ŠE.NUMUN,6391,e8693671-a58a-4374-ad97-d2272d007ed9,glyph_img/e8693671-a58a-4374-ad97-d2272d007ed9.png,,ŠE,95,354
5992,ma-hi-ir,6390,5e31b25f-c97c-43db-8dc6-30c69d67df25,glyph_img/5e31b25f-c97c-43db-8dc6-30c69d67df25.png,,hi,141,354
5993,ma-hi-ir,6389,4ab59250-9521-47ca-acc1-ca891af9c660,glyph_img/4ab59250-9521-47ca-acc1-ca891af9c660.png,,ma,133,354
5994,piq-né-e-ti,6388,5a32945b-4fcf-42c4-ac29-d1330fdc9311,glyph_img/5a32945b-4fcf-42c4-ac29-d1330fdc9311.png,,ti,171,354
5995,LÚ.EN.MEŠ piq-ne-e-ti,6387,a758fba6-d1eb-4ba3-9eb4-19e2e98843c0,glyph_img/a758fba6-d1eb-4ba3-9eb4-19e2e98843c0.png,,E,119,354
5996,LÚ.EN.MEŠ piq-né-e-ti,6386,21eba690-9522-4646-959d-b60e0c9fd55a,glyph_img/21eba690-9522-4646-959d-b60e0c9fd55a.png,,piq,104,354
5997,LÚ.DUB.SAR.MEŠ,6385,f8e2a455-bef5-491e-ba41-eda2242297b2,glyph_img/f8e2a455-bef5-491e-ba41-eda2242297b2.png,,DUB,37,353
5998,LÚ.EN pi-qid-né-e-ti,6384,d1a9a586-ba09-4741-b7dd-0f1edd0231aa,glyph_img/d1a9a586-ba09-4741-b7dd-0f1edd0231aa.png,,qid,122,353
5999,LÚ.EN pi-qid-né-e-ti,6383,5a1f2d02-d5c6-4ad6-a4d2-e01daefacb79,glyph_img/5a1f2d02-d5c6-4ad6-a4d2-e01daefacb79.png,,E,119,353
6000,LÚ.EN pi-qid-né-e-ti,6382,38c34c05-134e-4b64-98fb-6119a68ec2d3,glyph_img/38c34c05-134e-4b64-98fb-6119a68ec2d3.png,,ti,171,353
6001,ŠEŠ.MEŠ-ni,6381,d52dbeb9-448b-4c11-99f2-c21a25b5f2f6,glyph_img/d52dbeb9-448b-4c11-99f2-c21a25b5f2f6.png,,ni,210,353
6002,MU 32.KAM,6380,afe74eb6-b096-46b6-8004-6a901d9ddba9,glyph_img/afe74eb6-b096-46b6-8004-6a901d9ddba9.png,,MU,174,353
6003,ITU.GU4,6379,094a71bb-6cbf-44b9-9805-1002216261a4,glyph_img/094a71bb-6cbf-44b9-9805-1002216261a4.png,,ITU,177,353
6004,PAD.HI.A,6378,6578d842-9f14-432e-9892-38efd4b16ae1,glyph_img/6578d842-9f14-432e-9892-38efd4b16ae1.png,,PAD,224,353
6005,I.Ar-tak-šat-su,6377,37ca63d3-f35d-4599-84d3-d9d9db16292d,glyph_img/37ca63d3-f35d-4599-84d3-d9d9db16292d.png,PN (king),su,181,353
6006,si-it-tu4,6376,01f6f566-9c47-45f8-95da-5066cf161506,glyph_img/01f6f566-9c47-45f8-95da-5066cf161506.png,,it,130,353
6007,si-it-tu4,6375,24e89bdc-c58b-4d1f-b950-22440aef1770,glyph_img/24e89bdc-c58b-4d1f-b950-22440aef1770.png,,si,148,353
6008,ina,6374,d8ddc06a-ad8a-46cb-9794-a79bc5adf15a,glyph_img/d8ddc06a-ad8a-46cb-9794-a79bc5adf15a.png,,ina,206,353
6009,SUM-nu,6373,e783e0f6-0f32-4427-a216-187dff5b49bb,glyph_img/e783e0f6-0f32-4427-a216-187dff5b49bb.png,,SUM,78,352
6010,ṣe-e-nu,6372,7c926451-bdd2-4780-bc3f-e7fef9e45ee4,glyph_img/7c926451-bdd2-4780-bc3f-e7fef9e45ee4.png,,ṣe,58,352
6011,ṣe-e-nu,6371,ec6452f1-32bd-4cc9-b675-610f5f061685,glyph_img/ec6452f1-32bd-4cc9-b675-610f5f061685.png,,e,119,352
6012,MÁŠ.GAL,6370,57f2fc5a-0dd9-4498-8f57-2dffb9990eb9,glyph_img/57f2fc5a-0dd9-4498-8f57-2dffb9990eb9.png,,GAL,73,352
6013,a-lit-tu4,6369,41ca9fc6-2da5-4c27-aca9-964fcc4d789a,glyph_img/41ca9fc6-2da5-4c27-aca9-964fcc4d789a.png,,lit,82,352
