,context,id,identifier,image,note,reading,sign,tablet
2094,it-ti-ka,10404,675ebafe-0f30-4fa0-96f4-ad0ce4ce0ca6__yos-3-23,glyph_img/675ebafe-0f30-4fa0-96f4-ad0ce4ce0ca6__yos-3-23.png,l.7,ti,171,577
2095,liq-bu-ú,10403,0082d524-bede-44cf-af15-c51d9dcdcfd9__yos-3-23,glyph_img/0082d524-bede-44cf-af15-c51d9dcdcfd9__yos-3-23.png,l.5,ú,124,577
2096,liq-bu-ú,10402,168f934b-f3a7-4a70-bc66-b87a9878707a__yos-3-23,glyph_img/168f934b-f3a7-4a70-bc66-b87a9878707a__yos-3-23.png,l.5,bu,137,577
2097,šu-lum,10401,534f1176-939c-468c-8d47-92b8fc00dc34__yos-3-23,glyph_img/534f1176-939c-468c-8d47-92b8fc00dc34__yos-3-23.png,l.4,lum,110,577
2098,šu-lum,10400,b83bc483-fa57-4e7a-9093-c8d15ff6c658__yos-3-23,glyph_img/b83bc483-fa57-4e7a-9093-c8d15ff6c658__yos-3-23.png,l.4,šu,135,577
2099,u,10399,88fe4e85-ad43-4a5b-accb-74a1e07bec56__yos-3-23,glyph_img/88fe4e85-ad43-4a5b-accb-74a1e07bec56__yos-3-23.png,u,u,186,577
2100,ŠEŠ-šú,10398,7a14a1a6-d962-4760-86d0-99ba43d0243c__yos-3-23,glyph_img/7a14a1a6-d962-4760-86d0-99ba43d0243c__yos-3-23.png,l.3,šú,113,577
2101,ŠEŠ-šú,10397,a28a7b8a-9ef2-4c67-84f2-18a1f5e76fed__yos-3-23,glyph_img/a28a7b8a-9ef2-4c67-84f2-18a1f5e76fed__yos-3-23.png,l.3,ŠEŠ,129,577
2102,I.d.AG-KAR-ZI.MEŠ,10396,033ba81a-5325-4caa-8240-2fecb9d964b4__yos-3-23,glyph_img/033ba81a-5325-4caa-8240-2fecb9d964b4__yos-3-23.png,PN (l.1),MEŠ,115,577
2103,d.EN,10395,4f01e215-1077-4d0d-9ad5-e002925fe3ab__yos-3-23,glyph_img/4f01e215-1077-4d0d-9ad5-e002925fe3ab__yos-3-23.png,DN (l.3),EN,233,577
2104,I.d.AG-KAR-ZI.MEŠ,10394,3a12d804-84ae-4c31-9c54-efbc3e1cd967__yos-3-23,glyph_img/3a12d804-84ae-4c31-9c54-efbc3e1cd967__yos-3-23.png,PN (l.1),AG,234,577
2105,šu-bi-la,10393,21e7bede-267b-4bde-acfe-9a7af283bb52__yos-21-138,glyph_img/21e7bede-267b-4bde-acfe-9a7af283bb52__yos-21-138.png,l.17,la,231,576
2106,šu-bi-la,10392,b7fb05b4-fa32-4b77-9b6e-9d68acc2d53a__yos-21-138,glyph_img/b7fb05b4-fa32-4b77-9b6e-9d68acc2d53a__yos-21-138.png,l.17,šu,135,576
2107,ha-an-ṭiš,10391,ae54fd1a-2279-4a91-93e1-8488eba77389__yos-21-138,glyph_img/ae54fd1a-2279-4a91-93e1-8488eba77389__yos-21-138.png,l.16,ṭiš,76,576
2108,ù,10390,bdc3a2bb-779e-4e83-adbb-4a42f426fe4f__yos-21-138,glyph_img/bdc3a2bb-779e-4e83-adbb-4a42f426fe4f__yos-21-138.png,l.16,ù,191,576
2109,hu-up-pu,10389,8b2eda59-8b8f-4511-9d40-e4d9bd4a7079__yos-21-138,glyph_img/8b2eda59-8b8f-4511-9d40-e4d9bd4a7079__yos-21-138.png,l.15,up,118,576
2110,hu-up-pu,10388,8a23237d-208b-4274-b059-10558894f76d__yos-21-138,glyph_img/8a23237d-208b-4274-b059-10558894f76d__yos-21-138.png,l.15,hu,170,576
2111,lu-ú,10387,408fbebf-056d-4664-8f37-0bb7d84c0cdd__yos-21-138,glyph_img/408fbebf-056d-4664-8f37-0bb7d84c0cdd__yos-21-138.png,l.13,lu,114,576
2112,lu-ú,10386,2dac2d61-8e5c-4af0-b029-cc88ec7cec9a__yos-21-138,glyph_img/2dac2d61-8e5c-4af0-b029-cc88ec7cec9a__yos-21-138.png,l.13,ú,124,576
2113,šu-bi-la,10385,0f9a8ae2-2326-448a-87cf-67f1b1a952d8__yos-21-138,glyph_img/0f9a8ae2-2326-448a-87cf-67f1b1a952d8__yos-21-138.png,l.10,bi,93,576
2114,KUŠ.ši-pa-nu,10384,d7b3287c-ee30-4d47-b014-f696b26c4841__yos-21-138,glyph_img/d7b3287c-ee30-4d47-b014-f696b26c4841__yos-21-138.png,l.7,nu,226,576
2115,KUŠ.ši-pa-nu,10383,3ac88fc9-5b75-462b-9a47-dd288ff27b66__yos-21-138,glyph_img/3ac88fc9-5b75-462b-9a47-dd288ff27b66__yos-21-138.png,l.7,ši,190,576
2116,al-tap-rak-ka,10382,9cde405f-4ad3-4629-879e-608def06f7d3__yos-21-138,glyph_img/9cde405f-4ad3-4629-879e-608def06f7d3__yos-21-138.png,l.6,al,117,576
2117,šu-lum,10381,6f7c4d66-e064-4f46-aaf7-090b9a61fdfe__yos-21-138,glyph_img/6f7c4d66-e064-4f46-aaf7-090b9a61fdfe__yos-21-138.png,l.3,lum,110,576
2118,taš-pur-ra,10380,a3ce39ab-2bc0-401e-a3b5-7abdf6c3c0ce__yos-21-138,glyph_img/a3ce39ab-2bc0-401e-a3b5-7abdf6c3c0ce__yos-21-138.png,l.5,taš,108,576
2119,a-na,10379,7bfdaeb6-635f-4c50-a882-3355684a9f72__yos-21-138,glyph_img/7bfdaeb6-635f-4c50-a882-3355684a9f72__yos-21-138.png,l.4,a,107,576
2120,I.d.AG-na-din-MU,10378,dec2f4c8-a024-4af2-bce9-c300a7d34aae__yos-21-138,glyph_img/dec2f4c8-a024-4af2-bce9-c300a7d34aae__yos-21-138.png,PN (l.2),MU,174,576
2121,ŠEŠ-šú,10377,ff2ae864-57b5-45e8-965c-70b289d20deb__yos-21-138,glyph_img/ff2ae864-57b5-45e8-965c-70b289d20deb__yos-21-138.png,l.2,ŠEŠ,129,576
2122,la,10376,bc773cfc-2ab3-45bc-bc08-e57f47ff3619__yos-3-188,glyph_img/bc773cfc-2ab3-45bc-bc08-e57f47ff3619__yos-3-188.png,l.17,la,231,575
2123,iš-pur-ra-an-na-šú,10375,38deae35-448d-455c-a6d6-d21dc6a8cea0__yos-3-188,glyph_img/38deae35-448d-455c-a6d6-d21dc6a8cea0__yos-3-188.png,l.19,iš,229,575
2124,ul,10374,078fb740-d00e-4e38-be10-ab12f276318a__yos-3-188,glyph_img/078fb740-d00e-4e38-be10-ab12f276318a__yos-3-188.png,l.19,ul,189,575
2125,ÉRIN.MEŠ-ku-nu,10373,5e8dd7a0-0bdc-49ef-bacc-09df01c70672__yos-3-188,glyph_img/5e8dd7a0-0bdc-49ef-bacc-09df01c70672__yos-3-188.png,l.13,ku,232,575
2126,ÉRIN.MEŠ-ku-nu,10372,df166305-af73-443d-8f3d-758c7cc07121__yos-3-188,glyph_img/df166305-af73-443d-8f3d-758c7cc07121__yos-3-188.png,l.13,nu,226,575
2127,ÉRIN.MEŠ-ku-nu,10371,6f2722a6-0cf9-4986-93e9-a1241c40aea2__yos-3-188,glyph_img/6f2722a6-0cf9-4986-93e9-a1241c40aea2__yos-3-188.png,l.13,ÉRIN,140,575
2128,šup-ra-nu,10370,4d4852af-cdca-42f1-b04d-7f838a6208de__yos-3-188,glyph_img/4d4852af-cdca-42f1-b04d-7f838a6208de__yos-3-188.png,l.8,šup,173,575
2129,pi-ti-nu-tu,10369,a49284e6-accd-4f8b-b4cd-4185bbab35f4__yos-3-188,glyph_img/a49284e6-accd-4f8b-b4cd-4185bbab35f4__yos-3-188.png,l.9,ti,171,575
2130,ha-an-ṭiš,10368,2c715e73-2947-4b11-97dd-960d4acc18d0__yos-3-188,glyph_img/2c715e73-2947-4b11-97dd-960d4acc18d0__yos-3-188.png,l.7,ha,105,575
2131,id-di-ni-ni,10367,77f6641a-8edd-4165-b808-c215b487caba__yos-3-188,glyph_img/77f6641a-8edd-4165-b808-c215b487caba__yos-3-188.png,l.7,ni,210,575
2132,muh-hi,10365,7d47c0d0-1bdc-475f-ad81-e6ae34d57423__yos-3-188,glyph_img/7d47c0d0-1bdc-475f-ad81-e6ae34d57423__yos-3-188.png,l.6,muh,187,575
2133,dul-lu,10364,3da9783d-2273-4fbf-92a9-226dadffc4d0__yos-3-188,glyph_img/3da9783d-2273-4fbf-92a9-226dadffc4d0__yos-3-188.png,l.6,lu,114,575
2134,dul-lu,10363,74ef9b7a-20ec-4362-b7d1-6d2ae6eef1ec__yos-3-188,glyph_img/74ef9b7a-20ec-4362-b7d1-6d2ae6eef1ec__yos-3-188.png,l.6,dul,50,575
2135,ŠEŠ.MEŠ-šú,10362,42b35451-065d-4475-ac2c-0feb012c896f__yos-3-188,glyph_img/42b35451-065d-4475-ac2c-0feb012c896f__yos-3-188.png,l.4,MEŠ,115,575
2136,ki-i,10361,e3ffd3c9-eab9-423f-9a47-bdce88beb753__yos-21-120,glyph_img/e3ffd3c9-eab9-423f-9a47-bdce88beb753__yos-21-120.png,l.12,ki,193,573
2137,ta-al-tap-ra,10360,4421c66a-114d-4328-a932-8afc794a2244__yos-21-120,glyph_img/4421c66a-114d-4328-a932-8afc794a2244__yos-21-120.png,l.9,ra,127,573
2138,ta-al-tap-ra,10359,1ce9d82f-f781-4c78-a6f5-d99bdd876893__yos-21-120,glyph_img/1ce9d82f-f781-4c78-a6f5-d99bdd876893__yos-21-120.png,l.9,tap,87,573
2139,ú-ba-a’-ka,10358,c909a2e2-5ad1-43ec-ae04-6d8be99dd8e7__yos-21-120,glyph_img/c909a2e2-5ad1-43ec-ae04-6d8be99dd8e7__yos-21-120.png,l.7,a',142,573
2140,ú-ba-a’-ka,10357,18abc70f-21a9-4476-ae8b-85f92fafd31f__yos-21-120,glyph_img/18abc70f-21a9-4476-ae8b-85f92fafd31f__yos-21-120.png,l.7,ba,182,573
2141,a-na,10356,60d48042-fbf7-4113-b2c7-fafe5a220823__yos-21-120,glyph_img/60d48042-fbf7-4113-b2c7-fafe5a220823__yos-21-120.png,l.6,na,172,573
2142,AD-ia,10355,819b0ff6-c7a2-4db2-9950-0dc0b2847bbe__yos-21-120,glyph_img/819b0ff6-c7a2-4db2-9950-0dc0b2847bbe__yos-21-120.png,l.4,AD,157,573
2143,lu-ba-a‘-iš,10354,8d20e360-8935-471c-b563-6a8ffb9d0224__cm-23-291f,glyph_img/8d20e360-8935-471c-b563-6a8ffb9d0224__cm-23-291f.png,l.18,a',142,569
2144,I.d.EN-MU-iš-kun,10353,2dcd7e28-eb19-491b-afdb-407a7135a276__cm-23-291f,glyph_img/2dcd7e28-eb19-491b-afdb-407a7135a276__cm-23-291f.png,PN (l.17),iš,229,569
2145,pa-an,10352,a7734b8b-3a96-4002-a26a-bd39c1db7a77__cm-23-291f,glyph_img/a7734b8b-3a96-4002-a26a-bd39c1db7a77__cm-23-291f.png,l.16,an,179,569
2146,lu-še-bi-la,10351,e763297e-0e18-4a4e-b1fa-4ffe4aedd4b6__cm-23-291f,glyph_img/e763297e-0e18-4a4e-b1fa-4ffe4aedd4b6__cm-23-291f.png,l.13,bi,93,569
2147,lu-ba-‘a-iš,10350,ff91a1ab-8ccd-47b9-8459-595daf1429bb__cm-23-291f,glyph_img/ff91a1ab-8ccd-47b9-8459-595daf1429bb__cm-23-291f.png,l.18,ba,182,569
2148,lu-še-bi-la,10349,9afb3d34-49b3-474c-8d91-70c731cbf4c3__cm-23-291f,glyph_img/9afb3d34-49b3-474c-8d91-70c731cbf4c3__cm-23-291f.png,l.13,še,95,569
2149,ia-a-nu,10348,dd06e1e5-aa5d-4b42-b97c-8e477508cad5__cm-23-291f,glyph_img/dd06e1e5-aa5d-4b42-b97c-8e477508cad5__cm-23-291f.png,l.10,nu,226,569
2150,ia-a-nu,10347,05fa79d1-1356-400a-9f5c-cdeec0ee166f__cm-23-291f,glyph_img/05fa79d1-1356-400a-9f5c-cdeec0ee166f__cm-23-291f.png,l.10,a,107,569
2151,ia-a-nu,10346,3db4dce5-912e-42b0-a738-1dd335dfb262__cm-23-291f,glyph_img/3db4dce5-912e-42b0-a738-1dd335dfb262__cm-23-291f.png,l.10,ia,222,569
2152,AD-iá,10345,084807f9-3ce3-4df0-a706-2cd058894b9f__cm-23-291f,glyph_img/084807f9-3ce3-4df0-a706-2cd058894b9f__cm-23-291f.png,l.6,iá,221,569
2153,šá,10344,e652efe4-6f10-4e9a-acc0-d22b3a9af40d__cm-23-291f,glyph_img/e652efe4-6f10-4e9a-acc0-d22b3a9af40d__cm-23-291f.png,l.6,šá,11,569
2154,pa-ni-ni,10343,4f1f92d1-24b3-4e22-b517-8af88a2c701a__cm-23-291f,glyph_img/4f1f92d1-24b3-4e22-b517-8af88a2c701a__cm-23-291f.png,l.9,ni,210,569
2155,pa-ni-ni,10342,c104c385-f776-445e-89a1-f63a877301df__cm-23-291f,glyph_img/c104c385-f776-445e-89a1-f63a877301df__cm-23-291f.png,l.9,pa,14,569
2156,ina,10341,a102a9bf-b96f-4792-b5c9-bf7d8fb6218c__cm-23-291f,glyph_img/a102a9bf-b96f-4792-b5c9-bf7d8fb6218c__cm-23-291f.png,l.9,ina,206,569
2157,mi-ih-ṣu,10340,0035d41c-1986-4d65-b392-a7c986f63e74__cm-23-291f,glyph_img/0035d41c-1986-4d65-b392-a7c986f63e74__cm-23-291f.png,l.8,mi,188,569
2158,liq-bu-ú,10339,1a038af7-6f14-4aa5-aa0b-4e69b92f5c32__cm-23-291f,glyph_img/1a038af7-6f14-4aa5-aa0b-4e69b92f5c32__cm-23-291f.png,l.7,bu,137,569
2159,šùl-mu,10338,7a7c5c62-0fc4-4600-9f1a-c9af330be1d6__cm-23-291f,glyph_img/7a7c5c62-0fc4-4600-9f1a-c9af330be1d6__cm-23-291f.png,l.6,mu,174,569
2160,lu-ú,10337,73347111-063b-4ccb-b81e-0647b1747ece__cm-23-291f,glyph_img/73347111-063b-4ccb-b81e-0647b1747ece__cm-23-291f.png,l.3,ú,124,569
2161,lu-ú,10336,6b4b5653-1c01-479a-88d6-5e183ff00ec1__cm-23-291f,glyph_img/6b4b5653-1c01-479a-88d6-5e183ff00ec1__cm-23-291f.png,l.3,lu,114,569
2162,I.d.AMAR.UTU-GAR-MU,10335,2e87fdc7-7292-4000-8149-a6be3cbccb8d__cm-23-291f,glyph_img/2e87fdc7-7292-4000-8149-a6be3cbccb8d__cm-23-291f.png,PN (l.2),UTU,138,569
2163,I.d.AMAR.UTU-GAR-MU,10334,4d90cee3-ffe9-496f-954b-08c83f79ce53__cm-23-291f,glyph_img/4d90cee3-ffe9-496f-954b-08c83f79ce53__cm-23-291f.png,PN (l.2),AMAR,31,569
2164,I.d.IGI.DU-NUMUN-DÙ,10333,ca10d500-a0fc-436e-9d0a-6f47937de7cb__cm-23-291f,glyph_img/ca10d500-a0fc-436e-9d0a-6f47937de7cb__cm-23-291f.png,PN (l.1),IGI,190,569
2165,DN u DN,10332,66480154-f962-4e82-a4fb-8ecffc0db529__cm-23-291f,glyph_img/66480154-f962-4e82-a4fb-8ecffc0db529__cm-23-291f.png,l.5,u,186,569
2166,d.EN,10331,e8258aba-1f9c-4104-bf13-ea59b48ed389__cm-23-291f,glyph_img/e8258aba-1f9c-4104-bf13-ea59b48ed389__cm-23-291f.png,DN (l.5),EN,233,569
2167,a-na,10330,861e78c7-e7a8-4fab-9ac9-3a3b6dbc283f__cm-23-291f,glyph_img/861e78c7-e7a8-4fab-9ac9-3a3b6dbc283f__cm-23-291f.png,l.4,na,172,569
2168,AD-šú,10329,3afc5090-1fbc-4380-baf0-c18205de0c1d__cm-23-291f,glyph_img/3afc5090-1fbc-4380-baf0-c18205de0c1d__cm-23-291f.png,l.3,šú,113,569
2169,AD-šú,10328,ca98c485-e326-48f8-930e-e511036c5f68__cm-23-291f,glyph_img/ca98c485-e326-48f8-930e-e511036c5f68__cm-23-291f.png,l.3,AD,157,569
2170,ù,10327,a5fb9fe5-1ed3-40a1-a4f1-13d1467bf921__oip-114-24,glyph_img/a5fb9fe5-1ed3-40a1-a4f1-13d1467bf921__oip-114-24.png,,ù,191,572
2171,1 GÍN,10326,1ad5f398-4efe-4d5a-aa36-5ece9f4334a9__oip-114-24,glyph_img/1ad5f398-4efe-4d5a-aa36-5ece9f4334a9__oip-114-24.png,,GÍN,17,572
2172,ÉRIN.MEŠ-ia,10325,405622d3-f561-4f3d-a442-c93e77c5cfe5__oip-114-24,glyph_img/405622d3-f561-4f3d-a442-c93e77c5cfe5__oip-114-24.png,,ÉRIN,140,572
2173,ú-ṣur-ma,10324,ef404c44-016e-4598-8e4c-9831d254bcf0__oip-114-24,glyph_img/ef404c44-016e-4598-8e4c-9831d254bcf0__oip-114-24.png,,ṣur,31,572
2174,luṭ-ṭir-ka,10323,3b8ea8f8-461b-4f51-9851-a685c85d5d92__oip-114-24,glyph_img/3b8ea8f8-461b-4f51-9851-a685c85d5d92__oip-114-24.png,,luṭ,120,572
2175,luṭ-ṭir-ka,10322,65b85586-ea3b-4b02-8189-caa0688652b8__oip-114-24,glyph_img/65b85586-ea3b-4b02-8189-caa0688652b8__oip-114-24.png,,ka,178,572
2176,luṭ-ṭir-ka,10321,c290df6c-85a3-4a6c-a5fa-29f772509995__oip-114-24,glyph_img/c290df6c-85a3-4a6c-a5fa-29f772509995__oip-114-24.png,,ṭir,77,572
2177,2 GU4,10320,7e3ea05d-869f-4a82-b4cc-269ebd26a6c7__oip-114-24,glyph_img/7e3ea05d-869f-4a82-b4cc-269ebd26a6c7__oip-114-24.png,,GU4,54,572
2178,šu-ul-miš,10319,26a0ef52-391f-482a-9350-5b61c488c6db__oip-114-24,glyph_img/26a0ef52-391f-482a-9350-5b61c488c6db__oip-114-24.png,,šu,135,572
2179,ad-da-áš-šum-ma,10318,ef60fce2-df49-44e3-ace9-007056aa58c1__oip-114-24,glyph_img/ef60fce2-df49-44e3-ace9-007056aa58c1__oip-114-24.png,,šum,16,572
2180,ad-da-áš-šum-ma,10317,c429bea7-ac7b-4758-952c-a8db7c6ead28__oip-114-24,glyph_img/c429bea7-ac7b-4758-952c-a8db7c6ead28__oip-114-24.png,,áš,132,572
2181,ad-da-áš-šum-ma,10316,8fae51e8-374d-45dd-861a-a1e9076c166a__oip-114-24,glyph_img/8fae51e8-374d-45dd-861a-a1e9076c166a__oip-114-24.png,,da,131,572
2182,ad-da-áš-šum-ma,10315,aade7d00-41d8-4d9a-be73-6eb8006ea959__oip-114-24,glyph_img/aade7d00-41d8-4d9a-be73-6eb8006ea959__oip-114-24.png,,ad,157,572
2183,i-sin-nu,10314,f1008162-8fb2-4a7d-be86-c4edc6ef9f5a__oip-114-24,glyph_img/f1008162-8fb2-4a7d-be86-c4edc6ef9f5a__oip-114-24.png,,sin,57,572
2184,en-na,10313,8bd1b2d7-27c5-4884-8504-745252b3be67__oip-114-24,glyph_img/8bd1b2d7-27c5-4884-8504-745252b3be67__oip-114-24.png,,en,233,572
2185,i-bu-uk,10312,1abe737f-ec6e-4dc9-b233-04ec665f5c88__oip-114-24,glyph_img/1abe737f-ec6e-4dc9-b233-04ec665f5c88__oip-114-24.png,,uk,151,572
2186,šá,10311,7d5db737-528c-42ac-9e3b-5c0ecb46bec2__oip-114-24,glyph_img/7d5db737-528c-42ac-9e3b-5c0ecb46bec2__oip-114-24.png,,šá,11,572
2187,ÉRIN.MEŠ-ia,10310,d5e193e3-8cd6-4e03-9165-7da0533b0e9d__oip-114-24,glyph_img/d5e193e3-8cd6-4e03-9165-7da0533b0e9d__oip-114-24.png,,MEŠ,115,572
2188,um-ma,10309,c9adc9fd-c4fb-496d-971a-44612a45c2e9__oip-114-24,glyph_img/c9adc9fd-c4fb-496d-971a-44612a45c2e9__oip-114-24.png,,um,153,572
2189,[al]-te-mu,10308,47bb2fe5-ed9b-46f3-bbbd-375926a801f9__oip-114-24,glyph_img/47bb2fe5-ed9b-46f3-bbbd-375926a801f9__oip-114-24.png,,mu,174,572
2190,[al]-te-mu,10307,c96d0b89-ae81-4735-9305-865b9c97b9e7__oip-114-24,glyph_img/c96d0b89-ae81-4735-9305-865b9c97b9e7__oip-114-24.png,,te,81,572
2191,a-gan-ni-i,10306,270b7546-b6ac-4fe5-a438-e4108c49d5a9__oip-114-71,glyph_img/270b7546-b6ac-4fe5-a438-e4108c49d5a9__oip-114-71.png,,gan,156,571
2192,am-me-ni,10305,96478b50-7fcb-4bd3-a1af-0f5cabd565d8__oip-114-71,glyph_img/96478b50-7fcb-4bd3-a1af-0f5cabd565d8__oip-114-71.png,,am,159,571
2193,LÚ.DUMU šip-ri-ka,10304,6a509953-f5b9-4459-b765-a8ab0ae25e8b__oip-114-71,glyph_img/6a509953-f5b9-4459-b765-a8ab0ae25e8b__oip-114-71.png,,DUMU,64,571
2194,LÚ.DUMU šip-ri-ka,10303,817e567e-132a-41aa-aee2-ffba6c70db13__oip-114-71,glyph_img/817e567e-132a-41aa-aee2-ffba6c70db13__oip-114-71.png,,šip,209,571
2195,LÚ.DUMU šip-ri-ka,10302,c343f3b8-0a99-4521-81df-e773c0684ebe__oip-114-71,glyph_img/c343f3b8-0a99-4521-81df-e773c0684ebe__oip-114-71.png,,ri,167,571
2196,am-mar,10301,78e044ef-609c-4cf3-b274-bc81194ab9b4__oip-114-71,glyph_img/78e044ef-609c-4cf3-b274-bc81194ab9b4__oip-114-71.png,,mar,100,571
2197,ta-šap-par,10300,f7290a8b-7bf6-4cfb-b02b-9c173016e35d__oip-114-71,glyph_img/f7290a8b-7bf6-4cfb-b02b-9c173016e35d__oip-114-71.png,,ta,154,571
2198,ul,10299,bd8169fd-f848-4864-acaf-236456deb833__oip-114-71,glyph_img/bd8169fd-f848-4864-acaf-236456deb833__oip-114-71.png,,ul,189,571
2199,na-kut-ti,10298,cf815d4f-f27d-4506-8bba-1853aeaf2b80__oip-114-71,glyph_img/cf815d4f-f27d-4506-8bba-1853aeaf2b80__oip-114-71.png,,ti,171,571
2200,na-kut-ti,10297,e4e12a11-9438-4f0e-83ee-2c3dc2f3d005__oip-114-71,glyph_img/e4e12a11-9438-4f0e-83ee-2c3dc2f3d005__oip-114-71.png,,kut,180,571
2201,ṭup-pa-a-nu,10296,55b47b9f-c6ad-4bf1-998e-3b35d0fb6d94__oip-114-71,glyph_img/55b47b9f-c6ad-4bf1-998e-3b35d0fb6d94__oip-114-71.png,,pa,14,571
2202,ṭup-pa-a-nu,10295,ef871115-2d96-4e1a-afb6-cb0003876c7b__oip-114-71,glyph_img/ef871115-2d96-4e1a-afb6-cb0003876c7b__oip-114-71.png,,ṭup,37,571
2203,an-nu-tu,10294,e6cc6e63-74f8-41cb-b7e8-f6bfa7d73c34__oip-114-71,glyph_img/e6cc6e63-74f8-41cb-b7e8-f6bfa7d73c34__oip-114-71.png,,nu,226,571
2204,an-nu-tu,10293,f3cf2238-4708-4bcb-bd5c-2e05521faff4__oip-114-71,glyph_img/f3cf2238-4708-4bcb-bd5c-2e05521faff4__oip-114-71.png,,an,179,571
2205,áš-pu-rak-ka,10292,08d401fc-6361-45ca-8f9b-a7b9d7303a84__oip-114-71,glyph_img/08d401fc-6361-45ca-8f9b-a7b9d7303a84__oip-114-71.png,,pu,137,571
2206,áš-pu-rak-ka,10291,d2a90b4c-92a7-4ed3-b207-f50d74e1616a__oip-114-71,glyph_img/d2a90b4c-92a7-4ed3-b207-f50d74e1616a__oip-114-71.png,,rak,60,571
2207,ma-la,10290,8623d85f-b71a-4e44-b177-2a484cf19353__oip-114-71,glyph_img/8623d85f-b71a-4e44-b177-2a484cf19353__oip-114-71.png,,ma,133,571
2208,hab-tu,10289,960dfb7c-1896-435f-b08d-efc9d84d739d__oip-114-18,glyph_img/960dfb7c-1896-435f-b08d-efc9d84d739d__oip-114-18.png,,hab,7,570
2209,LÚ.si-lu-lu,10288,93ead0b3-9c80-4e5d-8e56-1d494d144a62__oip-114-18,glyph_img/93ead0b3-9c80-4e5d-8e56-1d494d144a62__oip-114-18.png,,si,148,570
2210,hu-bu-ut-ku-nu,10287,0afcc3a0-c3af-4f99-a6eb-266ec92c670b__oip-114-18,glyph_img/0afcc3a0-c3af-4f99-a6eb-266ec92c670b__oip-114-18.png,,ku,232,570
2211,hu-bu-ut-ku-nu,10286,c4df2f13-d653-4509-a424-c933508285fe__oip-114-18,glyph_img/c4df2f13-d653-4509-a424-c933508285fe__oip-114-18.png,,bu,137,570
2212,hu-bu-ut-ku-nu,10285,b145af7b-8348-4f34-b9e8-352b322b1060__oip-114-18,glyph_img/b145af7b-8348-4f34-b9e8-352b322b1060__oip-114-18.png,,hu,170,570
2213,il-lik-ú-nu,10284,4ee078f2-2eb1-4388-9a45-ad852a502b6d__oip-114-18,glyph_img/4ee078f2-2eb1-4388-9a45-ad852a502b6d__oip-114-18.png,,ú,124,570
2214,il-lik-ú-nu,10283,99c38b93-b48b-417c-b587-9eb1535b37d1__oip-114-18,glyph_img/99c38b93-b48b-417c-b587-9eb1535b37d1__oip-114-18.png,,il,96,570
2215,LÚ.UNUG.KI-a-a,10282,54e9d9ca-60da-44c9-8fe8-6f6921075951__oip-114-18,glyph_img/54e9d9ca-60da-44c9-8fe8-6f6921075951__oip-114-18.png,,UNUG,162,570
2216,ár-ki-šú,10281,58c65ab9-76cc-4ac6-8b07-d7c01ca37b6f__oip-114-18,glyph_img/58c65ab9-76cc-4ac6-8b07-d7c01ca37b6f__oip-114-18.png,,ár,118,570
2217,ni-šap-par,10280,4f100eeb-c55a-46d9-b16e-bed34f2e429f__oip-114-18,glyph_img/4f100eeb-c55a-46d9-b16e-bed34f2e429f__oip-114-18.png,,par,138,570
2218,,10279,91e7009b-843b-4aff-9165-a4e92568162a__oip-114-18,glyph_img/91e7009b-843b-4aff-9165-a4e92568162a__oip-114-18.png,,a-na,107,570
2219,a-na,10278,d6b3397c-6c68-49f5-8e41-355474061f2a__oip-114-18,glyph_img/d6b3397c-6c68-49f5-8e41-355474061f2a__oip-114-18.png,,na,172,570
2220,lìb-bi,10277,66eb0bfc-ca5a-4384-98f6-d013a3d71e11__oip-114-18,glyph_img/66eb0bfc-ca5a-4384-98f6-d013a3d71e11__oip-114-18.png,,lìb,101,570
2221,ni-i-nu,10276,0771c1ec-af71-43d3-84bd-fe7e8c8b1a49__oip-114-18,glyph_img/0771c1ec-af71-43d3-84bd-fe7e8c8b1a49__oip-114-18.png,,ni,210,570
2222,ih-tab-tu,10275,9bcea4b0-043d-44be-8f95-c80e589b772d__oip-114-18,glyph_img/9bcea4b0-043d-44be-8f95-c80e589b772d__oip-114-18.png,,tu,176,570
2223,ih-tab-tu,10274,fecad1a2-f9c6-445f-85a3-16ccebcdaf5c__oip-114-18,glyph_img/fecad1a2-f9c6-445f-85a3-16ccebcdaf5c__oip-114-18.png,vertical wedge from sign in line above visible,ih,143,570
2224,ÉRIN.MEŠ,10273,f53a697f-ae96-4868-8636-f8d134a5035d__oip-114-18,glyph_img/f53a697f-ae96-4868-8636-f8d134a5035d__oip-114-18.png,,ÉRIN,140,570
2225,il-lik-ú-nu,10272,21dc0519-1ff3-4341-b907-cbadc1405580__oip-114-18,glyph_img/21dc0519-1ff3-4341-b907-cbadc1405580__oip-114-18.png,,lik,108,570
2226,ki-i,10270,000b0542-c4f2-491f-b976-c04d2c5ef0b5__oip-114-18,glyph_img/000b0542-c4f2-491f-b976-c04d2c5ef0b5__oip-114-18.png,,i,155,570
2227,ki-i,10269,95ef8aa2-a3c3-4703-9f10-14af2b980317__oip-114-18,glyph_img/95ef8aa2-a3c3-4703-9f10-14af2b980317__oip-114-18.png,,ki,193,570
2228,LÚ.gu-du-du,10268,d2d2717e-9564-41d4-b43d-68a7a9736831__oip-114-18,glyph_img/d2d2717e-9564-41d4-b43d-68a7a9736831__oip-114-18.png,,du,163,570
